collaborative,duration_ms,modified_at,name,num_albums,num_artists,num_edits,num_followers,num_tracks,pid
False,4347121,1501977600,New,20,14,14,1,21,1682
False,6900844,1497657600,gabrielle ,27,24,6,1,30,1683
False,27570670,1497657600,carpe diem,91,67,22,1,113,1684
False,6079192,1402704000,Country,21,18,5,1,25,1685
False,7869211,1463529600,Playlist,24,18,9,1,34,1686
False,16721543,1444953600,Workout,51,32,8,1,63,1687
False,5721056,1430956800,SPRING!,25,25,15,1,26,1688
False,46104121,1489449600,Study ,123,101,11,3,170,1689
False,17039586,1482969600,Christmas,40,37,25,1,88,1690
False,23376868,1508716800,work,71,49,41,1,106,1691
False,5633071,1482192000,Brandon,19,17,2,1,26,1692
False,24956208,1495929600,vroom,90,74,49,1,110,1693
False,9802383,1495756800,car,39,36,5,1,39,1694
False,10549563,1499817600,essentials,42,38,8,1,43,1695
False,8587001,1454544000,party?,29,26,10,1,33,1696
False,2545231,1508889600,2017,10,10,10,1,11,1697
False,14371246,1507507200,Movie Soundtracks,29,14,14,1,54,1698
False,3575949,1434931200,Offline,14,12,3,1,15,1699
False,6901269,1431648000,Chill Music,21,14,15,1,27,1700
False,12823823,1509062400,Female Vocals,49,33,14,1,62,1701
False,12589915,1472169600,Skrt,46,37,27,2,56,1702
False,22042289,1485302400,fall,74,62,31,1,84,1703
False,10773735,1381795200,Electric,26,13,5,1,38,1704
False,4212448,1471478400,Country 1,14,8,4,1,19,1705
False,12355792,1485043200,Weekly,49,46,33,1,53,1706
False,4193395,1507593600,Paige,19,16,5,2,19,1707
False,7536328,1468454400,Französisch,23,20,14,1,32,1708
False,27279541,1468972800,Gym,94,83,33,2,117,1709
False,6064411,1450742400,Work,21,20,5,1,26,1710
False,9370565,1474934400,Worship,17,16,7,1,28,1711
False,18859069,1506902400,dance,84,68,18,1,89,1712
False,37177474,1509408000,summer 2k17,140,106,88,1,168,1713
False,3522907,1418342400,SiNgInG sOnGs,13,10,2,1,15,1714
False,26056358,1508716800,sleepytime,88,68,30,1,99,1715
False,1887163,1482969600,snowboarding,7,7,6,1,8,1716
False,4931826,1478304000,Inspiration,24,24,9,2,25,1717
False,32913838,1479340800,thai,66,55,42,5,98,1718
False,22275432,1401667200,Yuridia,10,3,3,2,93,1719
False,4301727,1485907200,Finesse,16,13,7,1,20,1720
False,9604667,1497139200,DUB,13,9,3,1,45,1721
False,23386587,1472083200,Gospel Mix,48,39,23,1,67,1722
False,14936700,1373500800,Work Out,58,47,25,1,63,1723
False,8068303,1504569600,country,33,24,14,1,37,1724
False,10134175,1468454400,BBQ,39,34,7,1,40,1725
False,12231336,1501372800,Old music,53,38,15,1,64,1726
False,6008364,1489795200,Nate,15,15,16,1,26,1727
False,28571329,1508803200,old soul,74,45,39,2,104,1728
False,2481965,1508716800,Do I Wanna Know?,5,4,5,3,11,1729
False,19097641,1506556800,Snowboarding ,73,57,19,2,81,1730
False,10028526,1502496000,Disney,27,39,3,1,55,1731
False,7689407,1389398400,Quirky ,27,26,7,1,29,1732
False,4570610,1399852800,oldies,19,18,7,1,19,1733
False,31254469,1508371200,Classics,121,84,7,1,132,1734
False,6250216,1507766400,Yas,22,19,4,1,26,1735
False,8955468,1401148800,Reggaeton,32,20,3,5,40,1736
False,11124040,1490313600,yaaas,32,27,11,2,44,1737
False,3498316,1463011200,❤️,13,9,2,1,14,1738
False,20600260,1505779200,escuela ,86,63,19,2,93,1739
False,13749834,1486771200,Chill,47,25,6,1,64,1740
False,27018842,1484006400,Shredding,98,88,42,4,110,1741
False,12443582,1508976000,Remixes,55,49,18,1,55,1742
True,5155422,1494892800,MH,23,19,11,1,23,1743
False,10724955,1469750400,Rock,34,25,3,1,42,1744
False,37427052,1501891200,mar,15,6,3,3,168,1745
False,7091721,1505952000,broadway,7,17,8,1,28,1746
False,2073537,1381449600,90's,9,9,2,1,9,1747
False,14241670,1506211200,september,51,38,10,1,63,1748
False,12396352,1497139200,Sorry,23,9,12,3,59,1749
False,3938462,1336521600,No Limit,12,8,2,87,14,1750
False,21631397,1423008000,partay ,83,70,5,1,92,1751
False,7161770,1488844800,leggo,30,24,10,1,32,1752
False,6329175,1468800000,classico,14,14,9,1,16,1753
False,5619727,1505347200,sad,22,20,7,1,23,1754
False,1969729,1468972800,sad song,9,9,2,1,9,1755
True,35870144,1492905600,Country,67,35,10,1,159,1756
False,2568865,1375747200,washed out,8,7,5,1,8,1757
False,6429102,1495152000,Pump,19,15,5,1,26,1758
False,15186736,1469059200,Flashback,33,14,12,1,67,1759
False,1918136,1508371200,Calming songs,8,8,7,1,8,1760
False,24253418,1479772800,Relax,84,61,49,2,103,1761
False,15622065,1374019200,Summer 2013,54,42,9,1,60,1762
False,3584684,1433548800,sia,10,5,2,1,15,1763
False,12760138,1422316800,woohoo,38,32,44,1,56,1764
False,5579347,1481932800,carride,23,22,3,1,23,1765
False,44404776,1503273600,Musicales,79,128,87,1,204,1766
False,49595577,1454544000,Good Music,172,144,88,15,212,1767
False,5017617,1460592000,Wedding Dinner Music,24,16,3,1,26,1768
False,1849937,1486339200,Chill,8,10,4,1,11,1769
False,4181562,1430870400,May 2015,17,17,7,1,17,1770
False,15267196,1458777600,Groovy,69,63,42,1,72,1771
False,21017285,1508457600,Alternative/Rock,74,54,60,6,86,1772
False,32758942,1505174400,Chill,124,118,66,2,130,1773
False,1231494,1475798400,warrior,5,4,4,1,5,1774
False,45016867,1508889600,hyfr,184,152,86,4,206,1775
False,19933208,1490486400,no lyrics,38,27,25,1,79,1776
False,8483318,1500076800,Spotify.Me,36,28,3,1,38,1777
False,53012456,1502841600,Party,147,89,131,3,225,1778
False,17886216,1500163200,Bet,37,28,2,1,78,1779
False,34282695,1508976000,❤❤❤,95,61,35,2,165,1780
False,37370678,1479772800,christian.,110,66,22,1,153,1781
False,4273309,1446076800,The Game,15,11,8,1,16,1782
False,38617627,1458345600,// Drive,114,98,10,2,171,1783
False,9787635,1503878400,Hindi,24,16,13,1,30,1784
False,3765701,1473033600,Canciones,19,16,15,1,19,1785
False,11298269,1505692800,Yeah,44,32,7,1,50,1786
False,15406810,1502755200,settle down,57,49,40,1,65,1787
False,45450487,1507680000,Way Back When,149,103,60,3,187,1788
False,8233572,1485820800,I'm sorry,30,26,7,3,35,1789
False,8811546,1461110400,Lust,15,14,14,1,16,1790
False,69200238,1502323200,Garage,105,115,27,7,177,1791
False,17744113,1396483200,Florence + The Machine,28,13,8,1,76,1792
False,10930521,1433894400,Bonfire!!,44,42,3,1,51,1793
False,11539251,1502668800,Work Music,49,42,4,1,53,1794
False,4120763,1505260800,EDM,18,17,13,1,18,1795
False,9589578,1403222400,songs to sing to,37,36,28,1,43,1796
False,9014584,1381622400,Covers,3,29,2,1,40,1797
False,25425799,1477612800,hoco,98,76,11,1,110,1798
False,12984982,1474934400,September 2016,42,36,37,1,56,1799
False,8876213,1489795200,party 2,32,28,3,1,38,1800
False,8018925,1502668800,Tom,17,6,3,1,28,1801
True,18595734,1369094400,4AM,45,28,16,1,60,1802
False,11518289,1506297600,lake,50,38,3,2,53,1803
False,8423028,1508716800,House,32,19,8,1,33,1804
False,4126921,1439164800,camp,19,19,12,1,20,1805
False,18484616,1487030400,Disney,42,78,12,1,107,1806
False,8157355,1507852800,Feeling myself ,34,23,14,1,36,1807
False,13776479,1387065600,Holiday Party,42,29,2,1,57,1808
False,4456896,1503446400,now,20,19,13,4,20,1809
False,13677598,1503964800,Jams,57,50,19,1,63,1810
False,22428354,1508457600,BEAST MODE,72,50,70,2,101,1811
False,25186165,1509062400,...mind,89,75,56,3,104,1812
False,40945363,1497139200,Rap,71,39,10,1,169,1813
False,41548015,1492992000,march '17,150,146,28,1,181,1814
False,14954685,1503187200,fun,60,47,26,4,68,1815
False,12412128,1508198400,lift,49,37,8,1,52,1816
False,9775054,1507593600,beats,43,37,8,2,45,1817
False,5635974,1502064000,Jazz Mix,19,17,15,2,19,1818
False,3486598,1502755200,Mom,6,5,7,1,11,1819
False,3948420,1416614400,Ceremony Music,16,15,3,1,18,1820
False,20918335,1476489600,car ride,86,79,8,2,93,1821
False,22572415,1509408000,☁️☁️☁️,58,38,39,1,95,1822
False,10820950,1482883200,New Years ,47,43,2,1,48,1823
False,30952419,1509062400,getting ready,138,106,110,10,149,1824
False,53858127,1481500800,Jesse,116,74,29,4,223,1825
False,18228232,1505520000,reggaeton,55,35,29,4,66,1826
False,52174563,1441065600,Now,52,44,21,1,222,1827
False,44503415,1356393600,My Favorites,127,86,53,1,201,1828
False,17284824,1509408000,AM,67,59,25,2,77,1829
False,13749175,1396396800,cd,52,42,27,1,61,1830
False,29858215,1509408000,Good Music ,90,62,22,1,111,1831
False,5655376,1474156800,workout,25,20,14,1,27,1832
False,7150347,1470009600,Driving,26,25,23,4,28,1833
False,20828323,1506643200,Coke Studio,26,36,6,1,48,1834
False,3239193,1471564800,Suicide Squad,10,15,2,1,15,1835
False,36086363,1489276800,Musica,122,83,21,1,164,1836
False,2257804,1504828800,Chill,9,9,7,3,10,1837
False,18022369,1497139200,this,60,40,21,1,77,1838
False,2878064,1396224000,Classic,11,11,8,2,11,1839
False,15066252,1454976000,Vibes,39,29,8,1,50,1840
False,30626322,1502496000,getting ready,118,91,9,1,134,1841
False,28393449,1437609600,Running,103,91,64,3,115,1842
False,9321456,1466899200,Relaxing ,36,33,11,1,39,1843
False,9338543,1464480000,Lindsey Stirling,21,10,5,2,41,1844
False,5337021,1466640000,The Cave,15,8,4,1,20,1845
False,19456950,1480636800,All Good,72,56,19,1,78,1846
False,3178155,1482278400,Jam,12,11,9,1,15,1847
False,6042542,1501200000,Flawless,22,17,6,4,28,1848
False,8972066,1416873600,Sleepy ,37,36,10,2,52,1849
False,3176314,1498003200,❄️,12,10,4,1,13,1850
False,44280972,1509494400,mmm.,145,105,126,1,182,1851
False,9552286,1452988800,January 2016,33,32,5,2,42,1852
False,32323985,1504051200,Jammin',126,95,13,1,146,1853
False,1593650,1491177600,kids songs,6,6,3,1,6,1854
False,18873971,1409529600,Music,63,46,14,1,81,1855
False,35914291,1420588800,Pitbull,16,32,2,1,171,1856
False,42244827,1508112000,Throwbackkkk,133,82,46,2,183,1857
False,7456484,1508889600,smiles :),23,21,6,2,32,1858
False,7181265,1497916800,Island Vibes,28,23,9,1,31,1859
False,12731034,1507161600,100,50,46,18,1,54,1860
False,7430240,1451952000,workout,25,19,5,3,32,1861
False,42649661,1498348800,bed time ,37,17,12,2,190,1862
False,13697857,1504656000,cole,56,48,32,1,65,1863
False,14206180,1508889600,Slapz,61,37,48,1,69,1864
False,22044150,1476316800,Pool,83,73,48,1,100,1865
False,32870213,1388102400,In the Name of Love,95,76,31,1,142,1866
False,11008857,1506470400,Trap,43,35,17,2,50,1867
False,9711434,1500940800,alive,32,27,12,1,38,1868
False,33043771,1455753600,Workout!,118,85,53,2,145,1869
False,2184089,1366329600,HAPPY PLAYLIST,11,11,3,1,11,1870
False,10159133,1508630400,chill edm,44,30,37,1,48,1871
False,14761512,1495065600,Eminem,20,7,12,2,51,1872
False,15718693,1493683200,Chill,44,28,34,8,68,1873
False,22586496,1505001600,scott,74,53,14,1,91,1874
False,16905776,1503619200,mmmm//,57,39,21,1,68,1875
False,32268820,1501545600,TX Country,93,56,20,1,133,1876
False,14614294,1475884800,vibrations ,61,57,26,1,62,1877
False,14531977,1465603200,Rave,51,9,3,1,59,1878
False,7554888,1468108800,Zzzzzzzz......,31,28,16,4,33,1879
False,14948702,1495929600,Happiness,58,45,31,1,67,1880
False,4539048,1442620800,Italy,16,16,3,1,18,1881
False,8751244,1487462400,sound of silence,30,14,2,1,38,1882
False,36205974,1490313600,Texas Country,64,22,2,1,154,1883
False,23974340,1508371200,💯💯💯,94,71,73,1,103,1884
False,7342081,1496707200,Summer of Love,18,9,2,1,41,1885
False,24564110,1509408000,day to day ,88,85,39,1,94,1886
False,9678294,1456185600,Saturday,34,25,9,1,39,1887
False,5729195,1448236800,hmm ,19,10,9,1,25,1888
False,1880744,1382313600,Stay awake,8,6,3,1,8,1889
False,9572597,1509321600,💗💗💗,46,45,39,3,46,1890
False,7476922,1505520000,setlist,28,24,2,1,32,1891
False,4655520,1502928000,Summer17,14,9,7,1,17,1892
False,20729803,1497312000,Sexual,74,52,38,5,88,1893
False,28374677,1489795200,bump,89,60,17,1,122,1894
False,5246494,1475712000,Michelle,25,24,3,1,25,1895
True,29696474,1491868800,RECENT,84,55,61,4,134,1896
False,20776244,1508889600,sick tunes,71,55,69,1,77,1897
False,13787910,1374883200,Chillin,46,31,7,4,62,1898
False,6032205,1504656000,Classics,21,7,3,1,32,1899
False,15310983,1508889600,Chill,61,57,13,1,67,1900
False,30778985,1506902400,songs i like,121,101,49,1,135,1901
False,21041601,1505952000,Country Lovin,37,22,6,1,101,1902
False,4255618,1461628800,Newer stuff ,16,14,11,1,17,1903
False,2002971,1494806400,funk,5,4,4,1,6,1904
False,16651240,1492992000,Rap,47,29,13,1,71,1905
False,27429643,1498262400,party,90,65,2,1,117,1906
False,9820628,1503446400,idk man,38,37,25,82,45,1907
False,3234435,1507248000,Banda,14,8,7,2,17,1908
False,41339281,1506729600,vibin,134,93,41,1,176,1909
False,7221016,1464912000,inspiring,31,26,8,1,32,1910
False,29903761,1493164800,Sabina,16,3,15,1,105,1911
False,4729050,1493251200,mmm,15,13,9,1,20,1912
False,16658714,1485129600,Black Beatles,22,14,7,1,69,1913
False,1121518,1489017600,You&Me,5,5,2,1,5,1914
False,5367615,1488412800,country,6,6,6,1,23,1915
False,21553151,1501113600,yee,79,75,65,1,91,1916
False,2528191,1436745600,yes,11,10,8,1,11,1917
False,9066329,1500508800,yoga,32,31,15,1,35,1918
False,6798008,1509321600,Pop/Chill,33,33,7,1,33,1919
False,1778213,1382572800,Feel Good Songs,8,8,7,1,8,1920
False,12057237,1449187200,Idk,10,8,5,3,52,1921
False,6026660,1437177600,snowboarding,24,22,16,1,27,1922
False,38583631,1509235200,Childhood Jams,64,51,13,23,196,1923
False,19143450,1444953600,Par-Tay!,53,58,20,4,80,1924
False,20094096,1508889600,For You,79,70,26,1,87,1925
False,14837547,1508889600,feels,46,31,16,1,64,1926
False,4731874,1430524800,.15,15,14,2,1,20,1927
False,2675490,1499904000,Jam Songs,11,11,6,1,12,1928
False,4828117,1506124800,Working,14,8,7,1,20,1929
False,7085538,1348790400,Spring 2012,29,28,10,2,30,1930
False,5739282,1479600000,throwback,14,9,2,5,22,1931
False,22288184,1505952000,Demons,76,56,68,1,96,1932
False,23690167,1509235200,ghana,74,40,45,1,106,1933
False,20053228,1499299200,alt,71,54,6,1,91,1934
False,40262586,1496016000,mhm,144,122,12,3,176,1935
False,7963185,1508889600,chillen,28,27,28,1,35,1936
False,15955231,1509062400,Vibez,67,33,42,1,76,1937
False,16766883,1500163200, Rock.....,39,19,5,1,57,1938
True,4589465,1495756800,SEX,15,14,10,1,16,1939
False,5686871,1487548800,Black,24,20,15,1,26,1940
False,17749516,1475452800,Gospel,35,25,22,1,54,1941
False,15059250,1503705600,Summer ,60,51,9,2,62,1942
False,7914087,1477526400,GUILTY PLEASURES,36,35,3,1,36,1943
False,35742694,1442275200,Afrobeats,95,80,17,1,127,1944
False,25079551,1507939200,Happy :),111,97,66,2,117,1945
False,25542723,1508457600,pregame,90,60,4,3,111,1946
False,27004111,1457740800,workout 2,82,56,16,1,120,1947
False,4278631,1446681600,Rock,9,6,6,1,18,1948
False,48042748,1484697600,Old School R&B,114,66,54,1,165,1949
False,3793344,1440979200,Electronic,11,9,3,1,16,1950
False,31637159,1366761600,Classical,75,40,2,2,121,1951
False,9058086,1473724800,...chill_out...,29,27,14,1,35,1952
False,13404955,1470441600,POST,50,44,14,1,53,1953
False,46406687,1505433600,Drake,66,34,51,2,186,1954
False,26280427,1503964800,Feel Good,108,98,49,1,120,1955
False,9780055,1503532800,♡♡♡,37,30,6,1,43,1956
False,22992131,1502496000,summer,101,77,5,1,110,1957
False,8444679,1461456000,HYPEBEAST,26,18,20,1,36,1958
False,1597052,1495497600,random ,8,8,7,1,8,1959
False,19338197,1407283200,New Beginning. ,74,69,22,2,82,1960
False,5187177,1474848000,lit,20,16,12,4,24,1961
False,27233316,1482537600,Christmas Party,53,46,14,3,132,1962
False,2300023,1442966400,Vinyasa,9,9,2,1,9,1963
False,24349616,1502582400,NewNew,99,82,73,2,104,1964
False,3190522,1394668800,Ash,12,11,7,1,12,1965
False,51569038,1509062400,🔥🔥🔥🔥,163,100,160,1,232,1966
False,4091323,1446076800,HSM,5,5,2,1,20,1967
False,1665715,1508025600,ye,7,7,4,1,7,1968
False,12419329,1495324800,Russ ,44,34,5,2,55,1969
False,5650988,1465776000,Summer country,20,19,3,1,28,1970
False,25677644,1504569600,dat new new,100,88,8,1,112,1971
False,19136658,1496966400,You and me,42,28,14,1,79,1972
False,4690428,1397260800,Red Bull Editions Coachella Playlist,21,21,2,1,21,1973
False,19951242,1508544000,quiet ,75,59,19,1,86,1974
False,23465191,1494720000,2015 Top Tracks,47,34,3,1,101,1975
False,18211700,1481328000,Lollapalooza 2016,46,26,5,1,80,1976
False,9048589,1498435200,whatever,35,32,7,1,36,1977
False,18155847,1440892800,different,72,64,37,1,79,1978
False,4777021,1447459200,Kickball,22,19,2,1,22,1979
True,6244191,1452643200,TBT,21,21,2,3,28,1980
False,5589363,1505779200,outside ,23,22,3,1,25,1981
False,3886975,1386288000,Christmas,17,17,4,1,21,1982
False,7134504,1466899200,Late,28,25,2,2,29,1983
False,13062302,1492819200,New,51,31,20,1,55,1984
False,15273825,1487116800,MEDITATION,8,3,3,1,36,1985
False,1771818,1363651200,Ceremony,5,3,2,1,8,1986
False,3249409,1432425600,Rock music,14,11,6,1,15,1987
False,25495299,1444348800,hits,87,66,4,1,102,1988
False,6973288,1509148800,oldies but goodies,31,18,6,2,35,1989
False,8097318,1430179200,PARTY PEOPLE,32,30,12,1,35,1990
False,11127795,1508457600,the feels,40,32,34,1,47,1991
False,47101021,1508803200,Pop Hits,146,99,25,4,212,1992
False,14464245,1376524800,Listen,45,33,4,2,60,1993
False,3556320,1457568000,Paradise,13,10,7,1,15,1994
False,29183178,1509062400,woo,68,24,13,2,146,1995
False,9354755,1420070400,NEW YEARS ,37,34,3,1,38,1996
False,10940019,1508371200,JESUS,28,22,8,2,40,1997
False,7260645,1448236800,yep,27,20,3,1,29,1998
False,3701742,1464307200,Sad Music ,14,12,3,1,16,1999
False,4007017,1470355200,Funk,15,11,4,1,16,10000
False,5823244,1412985600,Childhood,19,14,3,1,28,10001
False,4891462,1421971200,Old Country,19,12,3,1,23,10002
False,3498401,1492646400,april showers,14,14,6,1,14,10003
False,8765977,1496534400,DnB,21,14,6,1,31,10004
False,1083749,1467590400,😛😛😛,5,4,3,1,5,10005
False,33497326,1509148800,vibe,112,89,64,1,145,10006
False,26911317,1386374400,Indie stuff,105,91,55,1,117,10007
False,31238239,1467936000,mountain,70,52,37,1,117,10008
False,10769581,1505520000,Chill,44,31,15,2,46,10009
False,3147819,1391990400,Running,7,8,6,1,11,10010
False,8328973,1493769600,Moms,33,30,18,1,35,10011
False,12327250,1460764800,SOUL,7,5,4,1,54,10012
False,51266464,1417046400,Mellow,110,91,48,1,214,10013
False,10465337,1445990400,beyonce,20,7,5,1,43,10014
False,10944687,1490054400,summer jamz,44,43,26,11,45,10015
False,10158112,1507334400,aesthetic,34,34,9,1,47,10016
False,2333608,1446681600,other,10,8,10,1,10,10017
False,2399688,1498089600,singalongs,7,4,2,1,9,10018
False,20301631,1473552000,September '16,70,57,27,2,92,10019
False,5467809,1476230400,2000s hits,23,22,2,1,23,10020
False,14114839,1410480000,old country,46,30,20,3,61,10021
False,2030146,1485043200,Lol,7,6,2,1,8,10022
False,51916963,1508889600,Jesus jams,97,65,49,3,154,10023
False,3353058,1423180800,Let's Get Weird,14,12,7,1,15,10024
False,34040715,1504742400,jams,114,70,75,5,152,10025
False,16958871,1429747200,Rise,47,31,5,1,67,10026
False,2298670,1499385600,Hype,10,8,2,1,10,10027
False,33352974,1506816000,Chill,109,82,21,1,141,10028
False,17023068,1509235200,Classic,68,59,45,1,78,10029
False,14723417,1508803200,lounge,55,53,28,1,59,10030
False,21072488,1506643200,Sleep 💤,66,50,22,3,91,10031
False,12352345,1509321600,Roadtrip,42,39,26,1,56,10032
False,36353766,1464566400,Drive,126,87,26,1,152,10033
False,6459679,1509321600,Alt,26,23,17,2,28,10034
True,2682124,1485993600,Jam,11,11,12,1,11,10035
False,3417862,1498003200,Love,5,4,5,1,15,10036
False,35962667,1508630400,Country,82,32,18,1,161,10037
False,14484222,1506124800,70's,37,18,13,1,55,10038
False,28112861,1509062400,mellow,74,56,13,3,116,10039
False,18150207,1508112000,Rap,31,23,23,1,74,10040
False,5234292,1483833600,cool,18,14,5,1,21,10041
False,3530575,1412035200,Woop,14,10,10,2,15,10042
False,5341900,1509321600,november,19,17,3,2,24,10043
False,10040708,1499472000,sleep,18,16,8,1,43,10044
False,4214772,1509321600,lit,18,18,7,1,18,10045
False,22830794,1506816000,80s,75,50,18,1,91,10046
False,19871749,1454112000,New Year 2016,81,73,4,1,84,10047
False,49992695,1507334400,party,199,157,83,6,225,10048
False,7677498,1464739200,yoga,24,20,6,1,27,10049
False,7485013,1505001600,Sunday Mornings,30,26,21,3,33,10050
False,11689153,1508025600,Gold,53,47,34,1,54,10051
False,3206104,1436054400,4th of july,14,12,2,1,14,10052
False,9812611,1503014400,Slow Jamz,33,32,10,2,38,10053
False,5281394,1461369600,Feels,17,15,10,1,22,10054
False,29233228,1503100800,Country,86,45,31,1,132,10055
False,12937885,1484179200,90's Kids,46,30,4,1,59,10056
False,18935474,1471392000,Feel good music,66,57,7,1,83,10057
False,14862089,1508976000,Car,60,47,18,1,66,10058
False,5643807,1506816000,Cumbias,26,20,7,1,26,10059
False,13587228,1478476800,dad jams,50,37,5,1,53,10060
False,13057598,1502409600,playlist,50,40,13,1,54,10061
False,17698676,1486857600,Smooth rock,49,33,9,1,66,10062
False,58715653,1508457600,Workout,195,121,86,1,247,10063
True,12794252,1501545600,cz,24,16,27,2,53,10064
False,26971372,1508284800,For Grace,111,105,49,1,113,10065
False,7186158,1480377600,Praise and Worship,21,15,9,1,30,10066
False,16140233,1504051200,summerrr,68,60,16,5,75,10067
False,7732693,1411603200,PLAYLIST,32,30,21,1,34,10068
False,3814296,1471564800,summer 2016,17,17,6,2,18,10069
False,6683889,1400803200,#boostyourrun,21,19,2,2,21,10070
False,7390134,1509235200,Summer 17,30,26,16,1,35,10071
False,17665642,1476576000,Rap,68,55,46,12,79,10072
False,12252945,1509408000,Yee,47,42,35,1,57,10073
False,5398408,1452470400,Roses,6,5,3,1,26,10074
False,35215191,1427500800,van,79,59,8,1,146,10075
False,3920854,1472947200,chill,14,13,2,1,18,10076
False,7463637,1365638400,don omar,7,5,2,1,31,10077
False,52129256,1507593600,Good Feels,153,96,69,1,235,10078
False,12586000,1489449600,Rock,34,13,4,1,41,10079
False,6179025,1459728000,Eliza,24,16,3,1,26,10080
False,6182551,1507593600,october,27,21,6,1,28,10081
False,51786139,1508198400,Country,150,87,50,3,241,10082
False,56471914,1505260800,playlist,196,122,107,2,244,10083
False,8545929,1509062400,Classical,23,20,19,1,25,10084
False,16811179,1448755200,My Music,69,56,34,1,81,10085
True,24514706,1479600000,Party,93,78,38,1,100,10086
False,1714086,1499472000,Shower,8,7,2,1,8,10087
False,7944350,1501286400,🤘🏻,31,29,3,1,33,10088
False,3737680,1439251200,SoulFood,13,12,5,1,14,10089
False,2833808,1507075200,NFS,11,10,4,1,11,10090
False,4038691,1497830400,BL,12,10,8,1,19,10091
False,2184544,1509235200,⭐️,10,10,2,1,10,10092
False,3502669,1392163200,All of me,16,15,3,1,16,10093
False,30398585,1473206400,MyPlaylist,110,90,63,3,128,10094
False,10286808,1495238400,💞💞💞,39,33,13,1,47,10095
False,6029734,1494374400,Cumbias,23,4,2,2,28,10096
False,1713694,1485820800,workout,6,6,2,1,7,10097
False,23001768,1498089600,Good Ones,60,33,13,1,98,10098
False,31493224,1444348800,Soulful,104,86,37,1,132,10099
False,4641056,1448236800,Wake Up,19,19,2,2,19,10100
False,9219447,1467763200,🤘🏼🤘🏼🤘🏼,40,34,15,2,42,10101
False,16587104,1507420800,Chill,64,52,17,1,75,10102
False,6214253,1461801600,April 2016,26,24,12,1,26,10103
False,6658709,1508716800, Acoustic songs,32,29,26,1,32,10104
False,13559451,1509062400,take it slow,50,42,6,1,56,10105
True,12600314,1507334400,Relaxin',45,40,45,1,54,10106
False,7147203,1489190400,Old School,19,13,7,1,28,10107
False,50571569,1500595200,party,187,144,85,1,220,10108
False,5836058,1495670400,oldies,23,19,2,1,25,10109
False,27109688,1394496000,jamz,88,81,6,2,108,10110
False,10323742,1473379200,THAT GOOD GOOD,33,23,7,1,43,10111
False,9008679,1491264000,Chill,30,25,19,1,38,10112
False,1887093,1395014400,Ali,7,7,3,1,7,10113
False,16166622,1393200000,uplifting,63,51,6,1,68,10114
False,1602424,1419379200,Broadway,2,4,2,1,6,10115
False,5997547,1481932800,One,19,14,8,1,26,10116
False,31442550,1500681600,Turnt,91,53,38,1,129,10117
False,13545460,1416787200,R and B,34,23,11,1,53,10118
False,5435268,1451952000,Fireflies,24,22,16,1,26,10119
False,33542536,1481760000,Classic Christmas,67,27,11,3,179,10120
False,5413339,1395964800,New New New,23,23,11,1,23,10121
False,46248268,1508544000,ya,169,125,84,1,198,10122
False,3851453,1398556800,Disney,10,16,8,1,19,10123
False,3203483,1483142400,⚡️,12,12,8,1,12,10124
False,9363366,1490572800,March 17,20,18,12,1,44,10125
False,30262346,1487289600,Roadtrip,125,103,23,3,136,10126
False,4589267,1411603200,September 2014,18,17,7,1,20,10127
False,32388132,1507161600,Alt. Rock,117,81,22,1,142,10128
True,5366725,1412553600,'Tis the Season,27,26,11,3,33,10129
False,14600583,1505174400,Run,61,39,42,1,64,10130
False,3246288,1482537600,christmas,13,11,2,1,17,10131
False,12314445,1490400000,Formal,52,50,2,1,54,10132
False,54113523,1485648000,transfer,74,57,2,2,238,10133
False,15935580,1505347200,New,56,48,48,1,66,10134
False,3980170,1460937600,babies ,13,17,2,2,20,10135
False,25979284,1506729600,Remixes,18,16,5,1,83,10136
False,15699266,1491696000,CV,49,42,4,1,71,10137
False,8416015,1495324800,Spring 2017,31,24,4,1,38,10138
False,14391652,1497744000,Sommar,45,37,11,1,63,10139
False,3278272,1490832000,Memory Lane,18,17,4,1,19,10140
False,3449915,1415232000,Christian,10,8,3,1,11,10141
False,13470729,1427068800,workout playlist,47,36,3,1,55,10142
False,1477488,1401667200,Dance songs,6,6,2,1,6,10143
False,2804043,1508889600,sing along,13,9,6,1,13,10144
False,3787518,1451779200,Joan sebastian,11,3,3,1,19,10145
False,3433173,1426464000,Stuff,10,7,4,1,15,10146
False,5481975,1509148800,fun,19,17,9,1,24,10147
False,34631475,1508457600,Mine,112,84,43,1,150,10148
False,18013438,1409961600,house,49,45,4,1,76,10149
False,6305932,1495670400,💯💯,27,19,19,2,30,10150
False,43837381,1508803200,Mom,190,133,29,2,212,10151
False,30414975,1509408000,things i like,112,85,85,4,137,10152
False,16484634,1508457600,Christian Rock,55,39,34,8,64,10153
False,4227277,1496707200,house ,17,16,12,1,17,10154
False,15900012,1464393600,enjoy,48,41,43,2,60,10155
False,40967326,1458345600,Addiction..,130,66,79,1,181,10156
False,3641302,1506297600,Country Music ,14,13,5,1,17,10157
False,3426575,1370217600,ZZzzzzzz,12,12,7,1,13,10158
False,21579023,1428019200,Chill,64,39,35,1,89,10159
False,65442850,1452384000,80s,204,155,9,1,250,10160
False,29562950,1507075200,Heavy Metal,54,25,39,1,113,10161
False,30896456,1431561600,<3,66,47,15,1,134,10162
